(107.5,186.2)
(105,190.53)
(107.5,194.86)
(105,199.19)
(107.5,203.52)
(105,207.85)
(107.5,212.18)
(105,216.51)
(107.5,220.84)
(105,225.17)
(107.5,229.5)
(105,233.83)
(107.5,238.16)
(105,242.49)
(107.5,246.82)
(105,251.15)
(107.5,255.48)
(105,259.81)
(107.5,264.14)
(105,268.47)
(107.5,272.8)
(105,277.13)
(107.5,281.46)
(105,285.79)
(107.5,290.12)
(105,294.45)
(107.5,298.78)
(105,303.11)
(107.5,350.74)
(105,355.07)
(107.5,359.4)
(105,363.73)
(107.5,368.06)
(112.5,99.59)
(115,103.92)
(112.5,108.25)
(115,112.58)
(112.5,116.91)
(115,121.24)
(112.5,125.57)
(115,129.9)
(112.5,134.23)
(115,138.56)
(112.5,142.89)
(115,147.22)
(112.5,151.55)
(115,155.88)
(112.5,160.21)
(115,164.54)
(112.5,168.87)
(115,173.21)
(112.5,177.54)
(115,181.87)
(112.5,186.2)
(115,190.53)
(112.5,194.86)
(115,199.19)
(112.5,203.52)
(115,207.85)
(112.5,212.18)
(115,216.51)
(112.5,220.84)
(115,225.17)
(112.5,229.5)
(115,233.83)
(112.5,238.16)
(115,242.49)
(112.5,246.82)
(115,251.15)
(112.5,255.48)
(115,259.81)
(112.5,264.14)
(115,268.47)
(112.5,272.8)
(115,277.13)
(112.5,281.46)
(115,285.79)
(112.5,290.12)
(115,294.45)
(112.5,298.78)
(115,337.75)
(112.5,342.08)
(115,346.41)
(112.5,350.74)
(115,355.07)
(112.5,359.4)
(115,363.73)
(112.5,368.06)
(120,112.58)
(122.5,116.91)
(120,121.24)
(122.5,125.57)
(120,129.9)
(122.5,134.23)
(120,138.56)
(122.5,142.89)
(120,147.22)
(122.5,151.55)
(120,155.88)
(122.5,160.21)
(120,164.54)
(122.5,168.87)
(120,173.21)
(122.5,177.54)
(120,181.87)
(122.5,186.2)
(120,190.53)
(122.5,194.86)
(120,199.19)
(122.5,203.52)
(120,207.85)
(122.5,212.18)
(120,216.51)
(122.5,220.84)
(120,225.17)
(122.5,229.5)
(120,233.83)
(122.5,238.16)
(120,242.49)
(122.5,246.82)
(120,251.15)
(122.5,255.48)
(120,259.81)
(122.5,264.14)
(120,268.47)
(122.5,272.8)
(120,277.13)
(122.5,281.46)
(120,285.79)
(122.5,324.76)
(120,329.09)
(122.5,333.42)
(120,337.75)
(122.5,342.08)
(120,346.41)
(122.5,350.74)
(120,355.07)
(127.5,116.91)
(130,121.24)
(127.5,125.57)
(130,129.9)
(127.5,134.23)
(130,138.56)
(127.5,142.89)
(130,147.22)
(127.5,151.55)
(130,155.88)
(127.5,160.21)
(130,164.54)
(127.5,168.87)
(130,173.21)
(127.5,177.54)
(130,181.87)
(127.5,186.2)
(130,190.53)
(127.5,194.86)
(130,199.19)
(127.5,203.52)
(130,207.85)
(127.5,212.18)
(130,216.51)
(127.5,220.84)
(130,225.17)
(127.5,229.5)
(130,233.83)
(127.5,238.16)
(130,242.49)
(127.5,246.82)
(130,251.15)
(127.5,255.48)
(130,259.81)
(127.5,264.14)
(130,268.47)
(127.5,272.8)
(130,277.13)
(127.5,281.46)
(130,311.77)
(127.5,316.1)
(130,320.43)
(127.5,324.76)
(130,329.09)
(127.5,333.42)
(130,337.75)
(127.5,342.08)
(130,346.41)
(127.5,350.74)
(137.5,116.91)
(135,121.24)
(137.5,125.57)
(135,129.9)
(137.5,134.23)
(135,138.56)
(137.5,142.89)
(135,147.22)
(137.5,151.55)
(135,155.88)
(137.5,160.21)
(135,164.54)
(137.5,168.87)
(135,173.21)
(137.5,177.54)
(135,181.87)
(137.5,186.2)
(135,190.53)
(137.5,194.86)
(135,199.19)
(137.5,203.52)
(135,207.85)
(137.5,212.18)
(135,216.51)
(137.5,220.84)
(135,225.17)
(137.5,229.5)
(135,233.83)
(137.5,238.16)
(135,242.49)
(137.5,246.82)
(135,251.15)
(137.5,255.48)
(135,259.81)
(137.5,264.14)
(135,268.47)
(137.5,272.8)
(135,277.13)
(137.5,298.78)
(135,303.11)
(137.5,307.44)
(135,311.77)
(137.5,316.1)
(135,320.43)
(137.5,324.76)
(135,329.09)
(137.5,333.42)
(135,337.75)
(137.5,342.08)
(135,346.41)
(137.5,350.74)
(145,103.92)
(142.5,108.25)
(145,112.58)
(142.5,116.91)
(145,121.24)
(142.5,125.57)
(145,129.9)
(142.5,134.23)
(142.5,151.55)
(145,155.88)
(142.5,160.21)
(145,164.54)
(142.5,168.87)
(145,173.21)
(142.5,177.54)
(145,181.87)
(142.5,186.2)
(145,190.53)
(142.5,194.86)
(145,199.19)
(142.5,203.52)
(145,207.85)
(142.5,212.18)
(145,216.51)
(142.5,220.84)
(145,225.17)
(142.5,229.5)
(145,233.83)
(142.5,238.16)
(145,242.49)
(142.5,246.82)
(145,251.15)
(142.5,255.48)
(145,259.81)
(142.5,264.14)
(145,294.45)
(142.5,298.78)
(145,303.11)
(142.5,307.44)
(145,311.77)
(142.5,316.1)
(145,320.43)
(142.5,324.76)
(145,329.09)
(142.5,333.42)
(145,337.75)
(142.5,342.08)
(145,346.41)
(142.5,350.74)
(145,355.07)
(142.5,359.4)
(145,363.73)
(142.5,368.06)
(145,372.39)
(142.5,376.72)
(145,381.05)
(142.5,385.38)
(145,389.71)
(142.5,394.04)
(145,398.37)
(142.5,402.7)
(145,407.03)
(152.5,47.63)
(150,51.96)
(152.5,56.29)
(150,60.62)
(152.5,64.95)
(150,69.28)
(152.5,73.61)
(150,77.94)
(152.5,82.27)
(150,86.6)
(152.5,90.93)
(150,95.26)
(152.5,99.59)
(150,103.92)
(152.5,108.25)
(150,112.58)
(152.5,116.91)
(150,121.24)
(152.5,125.57)
(150,129.9)
(150,155.88)
(152.5,160.21)
(150,164.54)
(152.5,168.87)
(150,173.21)
(152.5,177.54)
(150,181.87)
(152.5,186.2)
(150,190.53)
(152.5,194.86)
(150,199.19)
(152.5,203.52)
(150,207.85)
(152.5,212.18)
(150,216.51)
(152.5,220.84)
(150,225.17)
(152.5,229.5)
(150,233.83)
(152.5,238.16)
(150,242.49)
(152.5,246.82)
(150,251.15)
(152.5,255.48)
(150,259.81)
(152.5,281.46)
(150,285.79)
(152.5,290.12)
(150,294.45)
(152.5,298.78)
(150,303.11)
(152.5,307.44)
(150,311.77)
(152.5,316.1)
(150,320.43)
(152.5,324.76)
(150,329.09)
(152.5,333.42)
(150,337.75)
(152.5,342.08)
(150,346.41)
(152.5,350.74)
(150,355.07)
(152.5,359.4)
(150,363.73)
(152.5,368.06)
(150,372.39)
(152.5,376.72)
(150,381.05)
(152.5,385.38)
(150,389.71)
(152.5,394.04)
(150,398.37)
(152.5,402.7)
(150,407.03)
(160,34.64)
(157.5,38.97)
(160,43.3)
(157.5,47.63)
(160,51.96)
(157.5,56.29)
(160,60.62)
(157.5,64.95)
(160,69.28)
(157.5,73.61)
(160,77.94)
(157.5,82.27)
(160,86.6)
(157.5,90.93)
(160,95.26)
(157.5,99.59)
(160,155.88)
(157.5,160.21)
(160,164.54)
(157.5,168.87)
(160,173.21)
(157.5,177.54)
(160,181.87)
(157.5,186.2)
(160,190.53)
(157.5,194.86)
(160,199.19)
(157.5,203.52)
(160,207.85)
(157.5,212.18)
(160,216.51)
(157.5,220.84)
(160,225.17)
(157.5,229.5)
(160,233.83)
(157.5,238.16)
(160,242.49)
(157.5,246.82)
(160,251.15)
(157.5,255.48)
(160,268.47)
(157.5,272.8)
(160,277.13)
(157.5,281.46)
(160,285.79)
(157.5,290.12)
(160,294.45)
(157.5,298.78)
(160,303.11)
(157.5,307.44)
(160,311.77)
(157.5,316.1)
(160,320.43)
(157.5,324.76)
(160,329.09)
(157.5,333.42)
(160,337.75)
(157.5,342.08)
(160,346.41)
(157.5,350.74)
(160,355.07)
(157.5,359.4)
(160,363.73)
(157.5,368.06)
(160,372.39)
(157.5,376.72)
(160,381.05)
(157.5,385.38)
(160,389.71)
(157.5,394.04)
(167.5,30.31)
(165,34.64)
(167.5,38.97)
(165,43.3)
(167.5,47.63)
(165,51.96)
(167.5,56.29)
(165,60.62)
(167.5,64.95)
(165,69.28)
(167.5,73.61)
(165,77.94)
(167.5,134.23)
(165,138.56)
(167.5,142.89)
(165,147.22)
(167.5,151.55)
(165,155.88)
(167.5,160.21)
(165,164.54)
(167.5,168.87)
(165,173.21)
(167.5,177.54)
(165,181.87)
(167.5,186.2)
(165,190.53)
(167.5,194.86)
(165,199.19)
(167.5,203.52)
(165,207.85)
(167.5,212.18)
(165,216.51)
(167.5,220.84)
(165,225.17)
(167.5,229.5)
(165,233.83)
(167.5,238.16)
(165,242.49)
(167.5,246.82)
(165,251.15)
(167.5,255.48)
(165,259.81)
(167.5,264.14)
(165,268.47)
(167.5,272.8)
(165,277.13)
(167.5,281.46)
(165,285.79)
(167.5,290.12)
(165,294.45)
(167.5,298.78)
(165,303.11)
(167.5,307.44)
(165,311.77)
(167.5,316.1)
(165,320.43)
(167.5,324.76)
(165,329.09)
(167.5,333.42)
(165,337.75)
(167.5,342.08)
(165,346.41)
(167.5,350.74)
(165,355.07)
(167.5,359.4)
(165,363.73)
(167.5,368.06)
(165,372.39)
(167.5,376.72)
(165,381.05)
(175,25.98)
(172.5,30.31)
(175,34.64)
(172.5,38.97)
(175,43.3)
(172.5,47.63)
(175,51.96)
(172.5,56.29)
(175,60.62)
(172.5,64.95)
(175,69.28)
(172.5,73.61)
(175,121.24)
(172.5,125.57)
(175,129.9)
(172.5,134.23)
(175,138.56)
(172.5,142.89)
(175,147.22)
(172.5,151.55)
(175,155.88)
(172.5,160.21)
(175,164.54)
(172.5,168.87)
(175,173.21)
(172.5,177.54)
(175,181.87)
(172.5,186.2)
(175,190.53)
(172.5,194.86)
(175,199.19)
(172.5,203.52)
(175,207.85)
(172.5,212.18)
(175,216.51)
(172.5,220.84)
(175,225.17)
(172.5,229.5)
(175,233.83)
(172.5,238.16)
(175,242.49)
(172.5,246.82)
(175,251.15)
(172.5,255.48)
(175,259.81)
(172.5,264.14)
(175,268.47)
(172.5,272.8)
(175,277.13)
(172.5,281.46)
(175,285.79)
(172.5,290.12)
(175,294.45)
(172.5,298.78)
(175,303.11)
(172.5,307.44)
(175,311.77)
(172.5,316.1)
(175,320.43)
(172.5,324.76)
(175,329.09)
(172.5,333.42)
(172.5,350.74)
(175,355.07)
(172.5,359.4)
(180,25.98)
(182.5,30.31)
(180,34.64)
(182.5,38.97)
(180,43.3)
(182.5,47.63)
(180,51.96)
(182.5,56.29)
(180,60.62)
(182.5,64.95)
(180,69.28)
(182.5,73.61)
(180,103.92)
(182.5,108.25)
(180,112.58)
(182.5,116.91)
(180,121.24)
(182.5,125.57)
(180,129.9)
(182.5,134.23)
(180,138.56)
(182.5,142.89)
(180,147.22)
(182.5,151.55)
(180,155.88)
(182.5,160.21)
(180,164.54)
(182.5,168.87)
(180,173.21)
(182.5,177.54)
(180,181.87)
(182.5,186.2)
(180,190.53)
(182.5,194.86)
(180,199.19)
(182.5,203.52)
(180,207.85)
(182.5,212.18)
(180,216.51)
(182.5,220.84)
(180,225.17)
(182.5,229.5)
(180,233.83)
(182.5,238.16)
(180,242.49)
(182.5,246.82)
(180,251.15)
(182.5,255.48)
(180,259.81)
(182.5,264.14)
(180,268.47)
(182.5,272.8)
(180,277.13)
(182.5,281.46)
(180,285.79)
(182.5,290.12)
(180,294.45)
(182.5,298.78)
(180,303.11)
(182.5,307.44)
(180,311.77)
(182.5,316.1)
(180,320.43)
(182.5,324.76)
(180,329.09)
(182.5,333.42)
(180,355.07)
(182.5,359.4)
(190,25.98)
(187.5,30.31)
(190,34.64)
(187.5,38.97)
(190,43.3)
(187.5,47.63)
(190,51.96)
(187.5,56.29)
(190,60.62)
(187.5,64.95)
(190,69.28)
(187.5,73.61)
(190,77.94)
(190,103.92)
(187.5,108.25)
(190,112.58)
(187.5,116.91)
(187.5,134.23)
(190,138.56)
(187.5,142.89)
(190,147.22)
(187.5,151.55)
(190,155.88)
(187.5,160.21)
(190,164.54)
(187.5,168.87)
(190,173.21)
(187.5,177.54)
(190,181.87)
(187.5,186.2)
(190,190.53)
(187.5,194.86)
(190,199.19)
(187.5,203.52)
(190,207.85)
(187.5,212.18)
(190,216.51)
(187.5,220.84)
(190,225.17)
(187.5,229.5)
(190,233.83)
(187.5,238.16)
(190,242.49)
(187.5,246.82)
(190,251.15)
(187.5,255.48)
(190,259.81)
(187.5,264.14)
(190,268.47)
(187.5,272.8)
(190,277.13)
(187.5,281.46)
(190,285.79)
(187.5,290.12)
(190,294.45)
(187.5,298.78)
(190,303.11)
(187.5,307.44)
(190,311.77)
(187.5,316.1)
(190,320.43)
(187.5,324.76)
(190,329.09)
(187.5,333.42)
(190,337.75)
(190,355.07)
(187.5,359.4)
(190,363.73)
(187.5,368.06)
(190,372.39)
(195,25.98)
(197.5,30.31)
(195,34.64)
(197.5,38.97)
(195,43.3)
(197.5,47.63)
(195,51.96)
(197.5,56.29)
(195,60.62)
(197.5,64.95)
(195,69.28)
(197.5,73.61)
(195,77.94)
(197.5,82.27)
(197.5,99.59)
(195,103.92)
(197.5,108.25)
(195,112.58)
(197.5,116.91)
(197.5,134.23)
(195,138.56)
(197.5,142.89)
(195,147.22)
(197.5,151.55)
(195,155.88)
(197.5,160.21)
(195,164.54)
(197.5,168.87)
(195,173.21)
(197.5,177.54)
(195,181.87)
(197.5,186.2)
(195,190.53)
(197.5,194.86)
(195,199.19)
(197.5,203.52)
(195,207.85)
(197.5,212.18)
(195,216.51)
(197.5,220.84)
(195,225.17)
(197.5,229.5)
(195,233.83)
(197.5,238.16)
(195,242.49)
(197.5,246.82)
(195,251.15)
(197.5,255.48)
(195,259.81)
(197.5,264.14)
(195,268.47)
(197.5,272.8)
(195,277.13)
(197.5,281.46)
(195,285.79)
(197.5,290.12)
(195,294.45)
(197.5,298.78)
(195,303.11)
(195,320.43)
(197.5,324.76)
(195,329.09)
(197.5,333.42)
(195,337.75)
(197.5,342.08)
(195,346.41)
(197.5,350.74)
(195,355.07)
(197.5,359.4)
(195,363.73)
(197.5,368.06)
(195,372.39)
(197.5,376.72)
(202.5,30.31)
(205,34.64)
(202.5,38.97)
(205,43.3)
(202.5,47.63)
(205,51.96)
(202.5,56.29)
(205,60.62)
(202.5,64.95)
(205,69.28)
(202.5,73.61)
(205,77.94)
(202.5,82.27)
(205,86.6)
(202.5,90.93)
(205,95.26)
(202.5,99.59)
(205,103.92)
(202.5,108.25)
(205,112.58)
(202.5,116.91)
(205,121.24)
(202.5,125.57)
(205,129.9)
(202.5,134.23)
(205,138.56)
(202.5,142.89)
(205,147.22)
(202.5,151.55)
(205,155.88)
(202.5,160.21)
(205,164.54)
(202.5,168.87)
(205,173.21)
(202.5,177.54)
(205,181.87)
(202.5,186.2)
(205,190.53)
(202.5,194.86)
(205,199.19)
(202.5,203.52)
(205,207.85)
(202.5,212.18)
(205,216.51)
(202.5,220.84)
(205,225.17)
(202.5,229.5)
(205,233.83)
(202.5,238.16)
(205,242.49)
(202.5,246.82)
(205,251.15)
(202.5,255.48)
(205,259.81)
(202.5,264.14)
(205,268.47)
(202.5,272.8)
(205,277.13)
(202.5,281.46)
(205,285.79)
(202.5,290.12)
(205,294.45)
(202.5,298.78)
(205,303.11)
(205,320.43)
(202.5,324.76)
(205,329.09)
(202.5,333.42)
(205,337.75)
(202.5,342.08)
(205,346.41)
(202.5,350.74)
(205,355.07)
(202.5,359.4)
(205,363.73)
(202.5,368.06)
(205,372.39)
(202.5,376.72)
(212.5,30.31)
(210,34.64)
(212.5,38.97)
(210,43.3)
(212.5,47.63)
(210,51.96)
(212.5,56.29)
(210,60.62)
(212.5,64.95)
(210,69.28)
(212.5,73.61)
(210,77.94)
(212.5,82.27)
(210,86.6)
(212.5,90.93)
(210,95.26)
(212.5,99.59)
(210,103.92)
(212.5,108.25)
(210,112.58)
(212.5,116.91)
(210,121.24)
(212.5,125.57)
(210,129.9)
(212.5,134.23)
(210,138.56)
(212.5,142.89)
(210,147.22)
(212.5,151.55)
(210,155.88)
(212.5,160.21)
(210,164.54)
(212.5,168.87)
(210,173.21)
(212.5,177.54)
(210,181.87)
(212.5,186.2)
(210,190.53)
(212.5,194.86)
(210,199.19)
(212.5,203.52)
(210,207.85)
(212.5,212.18)
(210,216.51)
(212.5,220.84)
(210,225.17)
(212.5,229.5)
(210,233.83)
(212.5,238.16)
(210,242.49)
(212.5,246.82)
(210,251.15)
(212.5,255.48)
(210,259.81)
(212.5,264.14)
(210,268.47)
(212.5,272.8)
(210,277.13)
(212.5,281.46)
(210,285.79)
(212.5,290.12)
(210,294.45)
(212.5,298.78)
(210,303.11)
(212.5,307.44)
(210,311.77)
(212.5,316.1)
(210,320.43)
(212.5,324.76)
(210,329.09)
(212.5,333.42)
(210,337.75)
(212.5,342.08)
(210,346.41)
(212.5,350.74)
(210,355.07)
(212.5,359.4)
(210,363.73)
(212.5,368.06)
(210,372.39)
(212.5,376.72)
(217.5,30.31)
(220,34.64)
(217.5,38.97)
(220,43.3)
(217.5,47.63)
(220,51.96)
(217.5,56.29)
(220,60.62)
(217.5,64.95)
(220,69.28)
(217.5,73.61)
(220,77.94)
(217.5,82.27)
(220,86.6)
(217.5,90.93)
(220,95.26)
(217.5,99.59)
(220,103.92)
(217.5,108.25)
(220,112.58)
(217.5,116.91)
(220,121.24)
(217.5,125.57)
(220,129.9)
(217.5,134.23)
(220,138.56)
(217.5,142.89)
(220,147.22)
(217.5,151.55)
(220,155.88)
(217.5,160.21)
(220,164.54)
(217.5,168.87)
(220,173.21)
(217.5,177.54)
(220,181.87)
(217.5,186.2)
(220,190.53)
(217.5,194.86)
(220,199.19)
(217.5,203.52)
(220,207.85)
(217.5,212.18)
(220,216.51)
(217.5,220.84)
(220,225.17)
(217.5,229.5)
(220,233.83)
(217.5,238.16)
(220,242.49)
(217.5,246.82)
(220,251.15)
(217.5,255.48)
(220,259.81)
(217.5,264.14)
(220,268.47)
(217.5,272.8)
(220,277.13)
(217.5,281.46)
(220,285.79)
(217.5,290.12)
(220,294.45)
(217.5,298.78)
(220,303.11)
(217.5,307.44)
(220,311.77)
(217.5,316.1)
(220,320.43)
(217.5,324.76)
(220,329.09)
(217.5,333.42)
(220,337.75)
(217.5,342.08)
(220,346.41)
(217.5,350.74)
(220,355.07)
(217.5,359.4)
(220,363.73)
(217.5,368.06)
(220,372.39)
(217.5,376.72)
(227.5,30.31)
(225,34.64)
(227.5,38.97)
(225,43.3)
(227.5,47.63)
(225,51.96)
(227.5,56.29)
(225,60.62)
(227.5,64.95)
(225,69.28)
(227.5,73.61)
(225,77.94)
(227.5,82.27)
(225,86.6)
(227.5,90.93)
(225,95.26)
(227.5,99.59)
(225,103.92)
(227.5,108.25)
(225,112.58)
(227.5,116.91)
(225,121.24)
(227.5,125.57)
(225,129.9)
(227.5,134.23)
(225,138.56)
(227.5,142.89)
(225,147.22)
(227.5,151.55)
(225,155.88)
(227.5,160.21)
(225,164.54)
(227.5,168.87)
(225,173.21)
(227.5,177.54)
(225,181.87)
(227.5,186.2)
(225,190.53)
(227.5,194.86)
(225,199.19)
(227.5,203.52)
(225,207.85)
(227.5,212.18)
(225,216.51)
(227.5,220.84)
(225,225.17)
(227.5,229.5)
(225,233.83)
(227.5,238.16)
(225,242.49)
(227.5,246.82)
(225,251.15)
(227.5,255.48)
(225,259.81)
(227.5,264.14)
(225,268.47)
(227.5,272.8)
(225,277.13)
(227.5,281.46)
(225,285.79)
(227.5,290.12)
(225,294.45)
(227.5,298.78)
(225,303.11)
(227.5,307.44)
(225,311.77)
(227.5,316.1)
(225,320.43)
(227.5,324.76)
(225,329.09)
(227.5,333.42)
(225,337.75)
(227.5,342.08)
(225,346.41)
(225,355.07)
(227.5,359.4)
(225,363.73)
(227.5,368.06)
(225,372.39)
(232.5,30.31)
(235,34.64)
(232.5,38.97)
(235,43.3)
(232.5,47.63)
(235,51.96)
(232.5,56.29)
(235,60.62)
(232.5,64.95)
(235,69.28)
(232.5,73.61)
(235,77.94)
(232.5,82.27)
(235,86.6)
(232.5,90.93)
(235,95.26)
(232.5,99.59)
(235,103.92)
(232.5,108.25)
(235,112.58)
(232.5,116.91)
(235,121.24)
(232.5,125.57)
(235,129.9)
(232.5,134.23)
(235,138.56)
(232.5,142.89)
(235,147.22)
(232.5,151.55)
(235,155.88)
(232.5,160.21)
(235,164.54)
(232.5,168.87)
(235,173.21)
(232.5,177.54)
(235,181.87)
(232.5,186.2)
(235,190.53)
(232.5,194.86)
(235,199.19)
(232.5,203.52)
(235,207.85)
(232.5,212.18)
(235,216.51)
(232.5,220.84)
(235,225.17)
(232.5,229.5)
(235,233.83)
(232.5,238.16)
(235,242.49)
(232.5,246.82)
(235,251.15)
(232.5,255.48)
(235,259.81)
(232.5,264.14)
(235,268.47)
(232.5,272.8)
(235,277.13)
(232.5,281.46)
(232.5,298.78)
(235,303.11)
(232.5,307.44)
(235,311.77)
(232.5,316.1)
(235,320.43)
