(17.5,194.86)
(15,199.19)
(17.5,203.52)
(15,207.85)
(17.5,212.18)
(15,216.51)
(17.5,220.84)
(15,225.17)
(17.5,229.5)
(15,233.83)
(17.5,238.16)
(15,242.49)
(17.5,246.82)
(15,251.15)
(17.5,255.48)
(15,259.81)
(17.5,264.14)
(15,268.47)
(17.5,272.8)
(15,277.13)
(17.5,281.46)
(15,285.79)
(17.5,290.12)
(15,294.45)
(17.5,298.78)
(15,303.11)
(17.5,307.44)
(15,311.77)
(17.5,316.1)
(15,320.43)
(17.5,324.76)
(15,329.09)
(17.5,333.42)
(15,337.75)
(17.5,342.08)
(15,346.41)
(17.5,350.74)
(15,355.07)
(17.5,359.4)
(15,363.73)
(17.5,368.06)
(15,372.39)
(17.5,376.72)
(15,381.05)
(17.5,385.38)
(15,389.71)
(17.5,394.04)
(15,398.37)
(17.5,402.7)
(15,407.03)
(17.5,411.36)
(15,415.69)
(17.5,420.02)
(15,424.35)
(17.5,428.68)
(15,433.01)
(10,433.01)
(17.5,-4.33)
(22.5,-4.33)
(25,0)
(22.5,4.33)
(25,8.66)
(22.5,12.99)
(25,17.32)
(22.5,21.65)
(25,25.98)
(22.5,30.31)
(25,34.64)
(22.5,38.97)
(25,43.3)
(22.5,47.63)
(25,51.96)
(22.5,56.29)
(25,60.62)
(22.5,64.95)
(25,69.28)
(22.5,73.61)
(25,77.94)
(22.5,82.27)
(25,86.6)
(22.5,90.93)
(25,95.26)
(22.5,99.59)
(25,103.92)
(22.5,108.25)
(25,112.58)
(22.5,116.91)
(25,121.24)
(22.5,125.57)
(25,129.9)
(22.5,134.23)
(25,138.56)
(22.5,142.89)
(25,147.22)
(22.5,151.55)
(25,155.88)
(22.5,160.21)
(25,164.54)
(22.5,168.87)
(25,173.21)
(22.5,177.54)
(25,181.87)
(22.5,186.2)
(25,190.53)
(22.5,194.86)
(25,199.19)
(22.5,203.52)
(25,207.85)
(22.5,212.18)
(25,216.51)
(22.5,220.84)
(22.5,255.48)
(25,259.81)
(22.5,264.14)
(25,268.47)
(22.5,272.8)
(25,277.13)
(22.5,281.46)
(25,285.79)
(22.5,290.12)
(25,294.45)
(22.5,298.78)
(25,303.11)
(22.5,307.44)
(25,311.77)
(22.5,316.1)
(25,320.43)
(22.5,324.76)
(25,329.09)
(22.5,333.42)
(25,337.75)
(22.5,342.08)
(25,346.41)
(22.5,350.74)
(25,355.07)
(22.5,359.4)
(25,363.73)
(22.5,368.06)
(25,372.39)
(22.5,376.72)
(25,381.05)
(22.5,385.38)
(25,389.71)
(22.5,394.04)
(25,398.37)
(22.5,402.7)
(25,407.03)
(22.5,411.36)
(25,415.69)
(22.5,420.02)
(25,424.35)
(22.5,428.68)
(30,0)
(32.5,4.33)
(30,8.66)
(32.5,12.99)
(30,17.32)
(32.5,21.65)
(30,25.98)
(32.5,30.31)
(30,34.64)
(32.5,38.97)
(30,43.3)
(32.5,47.63)
(30,51.96)
(32.5,56.29)
(30,60.62)
(32.5,64.95)
(30,69.28)
(32.5,73.61)
(30,77.94)
(32.5,82.27)
(30,86.6)
(32.5,90.93)
(30,95.26)
(32.5,99.59)
(30,103.92)
(32.5,108.25)
(30,112.58)
(32.5,116.91)
(30,121.24)
(32.5,125.57)
(30,129.9)
(32.5,134.23)
(30,138.56)
(32.5,142.89)
(30,147.22)
(32.5,151.55)
(30,155.88)
(32.5,160.21)
(30,164.54)
(32.5,168.87)
(30,173.21)
(32.5,177.54)
(30,181.87)
(32.5,186.2)
(30,190.53)
(32.5,194.86)
(30,199.19)
(32.5,203.52)
(30,207.85)
(32.5,212.18)
(30,216.51)
(30,259.81)
(32.5,264.14)
(30,268.47)
(32.5,272.8)
(30,277.13)
(32.5,281.46)
(30,285.79)
(32.5,290.12)
(30,294.45)
(32.5,298.78)
(30,303.11)
(32.5,307.44)
(30,311.77)
(32.5,316.1)
(30,320.43)
(32.5,324.76)
(30,329.09)
(32.5,333.42)
(30,337.75)
(32.5,342.08)
(30,346.41)
(32.5,350.74)
(30,355.07)
(32.5,359.4)
(30,363.73)
(32.5,368.06)
(30,372.39)
(32.5,376.72)
(30,381.05)
(32.5,385.38)
(30,389.71)
(32.5,394.04)
(30,398.37)
(32.5,402.7)
(30,407.03)
(32.5,411.36)
(30,415.69)
(32.5,420.02)
(30,424.35)
(32.5,428.68)
(30,433.01)
(25,433.01)
(32.5,-4.33)
(37.5,-4.33)
(40,0)
(37.5,4.33)
(40,8.66)
(37.5,12.99)
(40,17.32)
(37.5,21.65)
(40,25.98)
(37.5,30.31)
(40,34.64)
(37.5,38.97)
(40,43.3)
(37.5,47.63)
(40,51.96)
(37.5,56.29)
(40,60.62)
(37.5,64.95)
(40,69.28)
(37.5,73.61)
(40,77.94)
(37.5,82.27)
(40,86.6)
(37.5,90.93)
(40,95.26)
(37.5,99.59)
(40,103.92)
(37.5,108.25)
(40,112.58)
(37.5,116.91)
(40,121.24)
(37.5,125.57)
(40,129.9)
(37.5,134.23)
(40,138.56)
(37.5,142.89)
(40,147.22)
(37.5,151.55)
(40,155.88)
(37.5,160.21)
(40,164.54)
(37.5,168.87)
(40,173.21)
(37.5,177.54)
(40,181.87)
(37.5,186.2)
(40,190.53)
(37.5,194.86)
(40,199.19)
(37.5,203.52)
(40,207.85)
(37.5,212.18)
(37.5,272.8)
(40,277.13)
(37.5,281.46)
(40,285.79)
(37.5,290.12)
(40,294.45)
(37.5,298.78)
(40,303.11)
(37.5,307.44)
(40,311.77)
(37.5,316.1)
(40,320.43)
(37.5,324.76)
(40,329.09)
(37.5,333.42)
(40,337.75)
(37.5,342.08)
(40,346.41)
(37.5,350.74)
(40,355.07)
(37.5,359.4)
(40,363.73)
(37.5,368.06)
(40,372.39)
(37.5,376.72)
(40,381.05)
(37.5,385.38)
(40,389.71)
(37.5,394.04)
(40,398.37)
(37.5,402.7)
(40,407.03)
(37.5,411.36)
(40,415.69)
(37.5,420.02)
(40,424.35)
(37.5,428.68)
(45,-0)
(47.5,4.33)
(45,8.66)
(47.5,12.99)
(45,17.32)
(47.5,21.65)
(45,25.98)
(47.5,30.31)
(45,34.64)
(47.5,38.97)
(45,43.3)
(47.5,47.63)
(45,51.96)
(47.5,56.29)
(45,60.62)
(47.5,64.95)
(45,69.28)
(47.5,73.61)
(45,77.94)
(47.5,82.27)
(45,86.6)
(47.5,90.93)
(45,95.26)
(47.5,99.59)
(45,103.92)
(47.5,108.25)
(45,112.58)
(47.5,116.91)
(45,121.24)
(47.5,125.57)
(45,129.9)
(47.5,134.23)
(45,138.56)
(47.5,142.89)
(45,147.22)
(47.5,151.55)
(45,155.88)
(47.5,160.21)
(45,164.54)
(47.5,168.87)
(45,173.21)
(47.5,177.54)
(45,181.87)
(47.5,186.2)
(45,190.53)
(47.5,194.86)
(45,199.19)
(47.5,203.52)
(45,207.85)
(45,277.13)
(47.5,281.46)
(45,285.79)
(47.5,290.12)
(45,294.45)
(47.5,298.78)
(45,303.11)
(47.5,307.44)
(45,311.77)
(47.5,316.1)
(45,320.43)
(47.5,324.76)
(45,329.09)
(47.5,333.42)
(45,337.75)
(47.5,342.08)
(45,346.41)
(47.5,350.74)
(45,355.07)
(47.5,359.4)
(45,363.73)
(47.5,368.06)
(45,372.39)
(47.5,376.72)
(45,381.05)
(47.5,385.38)
(45,389.71)
(47.5,394.04)
(45,398.37)
(47.5,402.7)
(45,407.03)
(47.5,411.36)
(45,415.69)
(47.5,420.02)
(45,424.35)
(47.5,428.68)
(45,433.01)
(40,433.01)
(47.5,-4.33)
(52.5,-4.33)
(55,0)
(52.5,4.33)
(55,8.66)
(52.5,12.99)
(55,17.32)
(52.5,21.65)
(55,25.98)
(52.5,30.31)
(55,34.64)
(52.5,38.97)
(55,43.3)
(52.5,47.63)
(55,51.96)
(52.5,56.29)
(52.5,90.93)
(55,95.26)
(52.5,99.59)
(55,103.92)
(52.5,108.25)
(55,112.58)
(52.5,116.91)
(55,121.24)
(52.5,125.57)
(55,129.9)
(52.5,134.23)
(55,138.56)
(52.5,142.89)
(55,147.22)
(52.5,151.55)
(55,155.88)
(52.5,160.21)
(55,164.54)
(52.5,168.87)
(55,173.21)
(52.5,177.54)
(55,181.87)
(52.5,186.2)
(55,190.53)
(52.5,194.86)
(55,199.19)
(52.5,203.52)
(55,207.85)
(52.5,359.4)
(55,363.73)
(52.5,368.06)
(55,372.39)
(52.5,376.72)
(55,381.05)
(52.5,385.38)
(55,389.71)
(52.5,394.04)
(55,398.37)
(52.5,402.7)
(55,407.03)
(52.5,411.36)
(55,415.69)
(52.5,420.02)
(55,424.35)
(52.5,428.68)
(60,0)
(62.5,4.33)
(60,8.66)
(62.5,12.99)
(60,17.32)
(62.5,21.65)
(60,25.98)
(62.5,30.31)
(60,34.64)
(62.5,38.97)
(60,43.3)
(62.5,47.63)
(60,51.96)
(62.5,56.29)
(60,103.92)
(62.5,108.25)
(60,112.58)
(62.5,116.91)
(60,121.24)
(62.5,125.57)
(60,129.9)
(62.5,134.23)
(60,138.56)
(62.5,142.89)
(60,147.22)
(62.5,151.55)
(60,155.88)
(62.5,160.21)
(60,164.54)
(62.5,168.87)
(60,173.21)
(62.5,177.54)
(60,181.87)
(62.5,186.2)
(60,190.53)
(62.5,194.86)
(60,199.19)
(62.5,203.52)
(60,207.85)
(62.5,212.18)
(62.5,359.4)
(60,363.73)
(62.5,368.06)
(60,372.39)
(62.5,376.72)
(60,381.05)
(62.5,385.38)
(60,389.71)
(62.5,394.04)
(60,398.37)
(62.5,402.7)
(60,407.03)
(62.5,411.36)
(60,415.69)
(62.5,420.02)
(60,424.35)
(62.5,428.68)
(60,433.01)
(55,433.01)
(62.5,-4.33)
(67.5,-4.33)
(70,0)
(67.5,4.33)
(70,8.66)
(67.5,12.99)
(70,17.32)
(67.5,21.65)
(70,25.98)
(67.5,30.31)
(70,34.64)
(67.5,38.97)
(70,43.3)
(67.5,47.63)
(70,51.96)
(67.5,56.29)
(70,60.62)
(67.5,116.91)
(70,121.24)
(67.5,125.57)
(70,129.9)
(67.5,134.23)
(70,138.56)
(67.5,142.89)
(70,147.22)
(67.5,151.55)
(70,155.88)
(67.5,160.21)
(70,164.54)
(67.5,168.87)
(70,173.21)
(67.5,177.54)
(70,181.87)
(67.5,186.2)
(70,355.07)
(67.5,359.4)
(70,363.73)
(67.5,368.06)
(70,372.39)
(67.5,376.72)
(70,381.05)
(67.5,385.38)
(70,389.71)
(67.5,394.04)
(70,398.37)
(67.5,402.7)
(70,407.03)
(67.5,411.36)
(70,415.69)
(67.5,420.02)
(70,424.35)
(67.5,428.68)
(75,-0)
(77.5,4.33)
(75,8.66)
(77.5,12.99)
(75,17.32)
(77.5,21.65)
(75,25.98)
(77.5,30.31)
(75,34.64)
(77.5,38.97)
(75,43.3)
(77.5,47.63)
(75,51.96)
(77.5,56.29)
(75,60.62)
(77.5,64.95)
(75,121.24)
(77.5,125.57)
(75,129.9)
(77.5,134.23)
(75,138.56)
(77.5,142.89)
(75,147.22)
(77.5,151.55)
(75,155.88)
(77.5,160.21)
(75,164.54)
(77.5,168.87)
(75,173.21)
(77.5,177.54)
(75,181.87)
(77.5,186.2)
(77.5,342.08)
(75,346.41)
(77.5,350.74)
(75,355.07)
(77.5,359.4)
(75,363.73)
(77.5,368.06)
(75,372.39)
(77.5,376.72)
(75,381.05)
(77.5,385.38)
(75,389.71)
(77.5,394.04)
(75,398.37)
(77.5,402.7)
(75,407.03)
(77.5,411.36)
(75,415.69)
(77.5,420.02)
(75,424.35)
(77.5,428.68)
(75,433.01)
(70,433.01)
(77.5,-4.33)
(82.5,-4.33)
(85,0)
(82.5,4.33)
(85,8.66)
(82.5,12.99)
(85,17.32)
(82.5,21.65)
(85,25.98)
(82.5,30.31)
(85,34.64)
(82.5,38.97)
(85,43.3)
(82.5,47.63)
(85,51.96)
(82.5,56.29)
(85,60.62)
(82.5,64.95)
(85,69.28)
(82.5,134.23)
(85,138.56)
(82.5,142.89)
(85,147.22)
(82.5,151.55)
(85,155.88)
(82.5,160.21)
(85,164.54)
(82.5,168.87)
(85,173.21)
(82.5,177.54)
(85,181.87)
(82.5,186.2)
(85,294.45)
(82.5,298.78)
(85,303.11)
(85,337.75)
(82.5,342.08)
(85,346.41)
(82.5,350.74)
(85,355.07)
(82.5,359.4)
(85,363.73)
(82.5,368.06)
(85,372.39)
(82.5,376.72)
(85,381.05)
(82.5,385.38)
(85,389.71)
(82.5,394.04)
(85,398.37)
(82.5,402.7)
(85,407.03)
(82.5,411.36)
(85,415.69)
(82.5,420.02)
(85,424.35)
(82.5,428.68)
(90,0)
(92.5,4.33)
(90,8.66)
(92.5,12.99)
(90,17.32)
(92.5,21.65)
(90,25.98)
(92.5,30.31)
(90,34.64)
(92.5,38.97)
(90,43.3)
(92.5,47.63)
(90,51.96)
(92.5,56.29)
(90,60.62)
(92.5,64.95)
(90,69.28)
(92.5,73.61)
(90,147.22)
(92.5,151.55)
(90,155.88)
(92.5,160.21)
(90,164.54)
(92.5,168.87)
(90,173.21)
(92.5,177.54)
(90,181.87)
(90,303.11)
(92.5,307.44)
(92.5,324.76)
(90,329.09)
(92.5,333.42)
(90,337.75)
(92.5,342.08)
(90,346.41)
(92.5,350.74)
(90,355.07)
(92.5,359.4)
(90,363.73)
(92.5,368.06)
(90,372.39)
(92.5,376.72)
(90,381.05)
(92.5,385.38)
(90,389.71)
(92.5,394.04)
(90,398.37)
(92.5,402.7)
(90,407.03)
(92.5,411.36)
(90,415.69)
(92.5,420.02)
(90,424.35)
(92.5,428.68)
(90,433.01)
(85,433.01)
(92.5,-4.33)
(97.5,-4.33)
(100,0)
(97.5,4.33)
(100,8.66)
(97.5,12.99)
(100,17.32)
(97.5,21.65)
(100,25.98)
(97.5,30.31)
(100,34.64)
(97.5,38.97)
(100,43.3)
(97.5,47.63)
(100,51.96)
(97.5,56.29)
(100,60.62)
(97.5,64.95)
(100,69.28)
(97.5,73.61)
(100,77.94)
(97.5,82.27)
(100,86.6)
(97.5,151.55)
(100,155.88)
(97.5,160.21)
(97.5,177.54)
(100,181.87)
(97.5,307.44)
(100,311.77)
(97.5,316.1)
(100,320.43)
(97.5,324.76)
(100,329.09)
(97.5,333.42)
(100,337.75)
(97.5,342.08)
(100,346.41)
(97.5,350.74)
(100,355.07)
(97.5,359.4)
(100,363.73)
(97.5,368.06)
(100,372.39)
(97.5,376.72)
(100,381.05)
(97.5,385.38)
(100,389.71)
(97.5,394.04)
(100,398.37)
(97.5,402.7)
(100,407.03)
(97.5,411.36)
(100,415.69)
(97.5,420.02)
(100,424.35)
(97.5,428.68)
(105,-0)
(107.5,4.33)
(105,8.66)
(107.5,12.99)
(105,17.32)
(107.5,21.65)
(105,25.98)
(107.5,30.31)
(105,34.64)
(107.5,38.97)
(105,43.3)
(107.5,47.63)
(105,51.96)
(107.5,56.29)
(105,60.62)
(107.5,64.95)
(105,69.28)
(107.5,73.61)
(105,77.94)
(107.5,82.27)
(105,86.6)
(107.5,90.93)
(105,181.87)
(107.5,307.44)
(105,311.77)
(107.5,316.1)
(105,320.43)
(107.5,324.76)
(105,329.09)
(107.5,333.42)
(105,337.75)
(107.5,342.08)
(105,346.41)
(105,372.39)
(107.5,376.72)
(105,381.05)
(107.5,385.38)
(105,389.71)
(107.5,394.04)
(105,398.37)
(107.5,402.7)
(105,407.03)
(107.5,411.36)
(105,415.69)
(107.5,420.02)
(105,424.35)
(107.5,428.68)
(105,433.01)
(100,433.01)
(107.5,-4.33)
(112.5,-4.33)
(115,0)
(112.5,4.33)
(115,8.66)
(112.5,12.99)
(115,17.32)
(112.5,21.65)
(115,25.98)
(112.5,30.31)
(115,34.64)
(112.5,38.97)
(115,43.3)
(112.5,47.63)
(115,51.96)
(112.5,56.29)
(115,60.62)
(112.5,64.95)
(115,69.28)
(112.5,73.61)
(115,77.94)
(112.5,82.27)
(115,86.6)
(112.5,90.93)
(115,95.26)
(115,303.11)
(112.5,307.44)
(115,311.77)
(112.5,316.1)
(115,320.43)
(112.5,324.76)
(115,329.09)
(112.5,333.42)
(115,372.39)
(112.5,376.72)
(115,381.05)
(112.5,385.38)
(115,389.71)
(112.5,394.04)
(115,398.37)
(112.5,402.7)
(115,407.03)
(112.5,411.36)
(115,415.69)
(112.5,420.02)
(115,424.35)
(112.5,428.68)
(120,-0)
(122.5,4.33)
(120,8.66)
(122.5,12.99)
(120,17.32)
(122.5,21.65)
(120,25.98)
(122.5,30.31)
(120,34.64)
(122.5,38.97)
(120,43.3)
(122.5,47.63)
(120,51.96)
(122.5,56.29)
(120,60.62)
(122.5,64.95)
(120,69.28)
(122.5,73.61)
(120,77.94)
(122.5,82.27)
(120,86.6)
(122.5,90.93)
(120,95.26)
(122.5,99.59)
(120,103.92)
(122.5,108.25)
(122.5,290.12)
(120,294.45)
(122.5,298.78)
(120,303.11)
(122.5,307.44)
(120,311.77)
(122.5,316.1)
(120,320.43)
(122.5,359.4)
(120,363.73)
(122.5,368.06)
(120,372.39)
(122.5,376.72)
(120,381.05)
(122.5,385.38)
(120,389.71)
(122.5,394.04)
(120,398.37)
(122.5,402.7)
(120,407.03)
(122.5,411.36)
(120,415.69)
(122.5,420.02)
(120,424.35)
(122.5,428.68)
(120,433.01)
(115,433.01)
(122.5,-4.33)
(127.5,-4.33)
(130,0)
(127.5,4.33)
(130,8.66)
(127.5,12.99)
(130,17.32)
(127.5,21.65)
(130,25.98)
(127.5,30.31)
(130,34.64)
(127.5,38.97)
(130,43.3)
(127.5,47.63)
(130,51.96)
(127.5,56.29)
(130,60.62)
(127.5,64.95)
(130,69.28)
(127.5,73.61)
(130,77.94)
(127.5,82.27)
(130,86.6)
(127.5,90.93)
(130,95.26)
(127.5,99.59)
(130,103.92)
(127.5,108.25)
(130,112.58)
(130,285.79)
(127.5,290.12)
(130,294.45)
(127.5,298.78)
(130,303.11)
(127.5,307.44)
(130,355.07)
(127.5,359.4)
(130,363.73)
(127.5,368.06)
(130,372.39)
(127.5,376.72)
(130,381.05)
(127.5,385.38)
(130,389.71)
(127.5,394.04)
(130,398.37)
(127.5,402.7)
(130,407.03)
(127.5,411.36)
(130,415.69)
(127.5,420.02)
(130,424.35)
(127.5,428.68)
(135,0)
(137.5,4.33)
(135,8.66)
(137.5,12.99)
(135,17.32)
(137.5,21.65)
(135,25.98)
(137.5,30.31)
(135,34.64)
(137.5,38.97)
(135,43.3)
(137.5,47.63)
(135,51.96)
(137.5,56.29)
(135,60.62)
(137.5,64.95)
(135,69.28)
(137.5,73.61)
(135,77.94)
(137.5,82.27)
(135,86.6)
(137.5,90.93)
(135,95.26)
(137.5,99.59)
(135,103.92)
(137.5,108.25)
(135,112.58)
(137.5,281.46)
(135,285.79)
(137.5,290.12)
(135,294.45)
(135,355.07)
(137.5,359.4)
(135,363.73)
(137.5,368.06)
(135,372.39)
(137.5,376.72)
(135,381.05)
(137.5,385.38)
(135,389.71)
(137.5,394.04)
(135,398.37)
(137.5,402.7)
(135,407.03)
(137.5,411.36)
(135,415.69)
(137.5,420.02)
(135,424.35)
(137.5,428.68)
(135,433.01)
(130,433.01)
(137.5,-4.33)
(142.5,-4.33)
(145,0)
(142.5,4.33)
(145,8.66)
(142.5,12.99)
(145,17.32)
(142.5,21.65)
(145,25.98)
(142.5,30.31)
(145,34.64)
(142.5,38.97)
(145,43.3)
(142.5,47.63)
(145,51.96)
(142.5,56.29)
(145,60.62)
(142.5,64.95)
(145,69.28)
(142.5,73.61)
(145,77.94)
(142.5,82.27)
(145,86.6)
(142.5,90.93)
(145,95.26)
(142.5,99.59)
(145,138.56)
(142.5,142.89)
(145,147.22)
(145,268.47)
(142.5,272.8)
(145,277.13)
(142.5,281.46)
(145,285.79)
(142.5,290.12)
(142.5,411.36)
(145,415.69)
(142.5,420.02)
(145,424.35)
(142.5,428.68)
(150,0)
(152.5,4.33)
(150,8.66)
(152.5,12.99)
(150,17.32)
(152.5,21.65)
(150,25.98)
(152.5,30.31)
(150,34.64)
(152.5,38.97)
(150,43.3)
(152.5,134.23)
(150,138.56)
(152.5,142.89)
(150,147.22)
(152.5,151.55)
(152.5,264.14)
(150,268.47)
(152.5,272.8)
(150,277.13)
(152.5,411.36)
(150,415.69)
(152.5,420.02)
(150,424.35)
(152.5,428.68)
(150,433.01)
(145,433.01)
(152.5,-4.33)
(157.5,-4.33)
(160,0)
(157.5,4.33)
(160,8.66)
(157.5,12.99)
(160,17.32)
(157.5,21.65)
(160,25.98)
(157.5,30.31)
(160,103.92)
(157.5,108.25)
(160,112.58)
(157.5,116.91)
(160,121.24)
(157.5,125.57)
(160,129.9)
(157.5,134.23)
(160,138.56)
(157.5,142.89)
(160,147.22)
(157.5,151.55)
(160,259.81)
(157.5,264.14)
(160,398.37)
(157.5,402.7)
(160,407.03)
(157.5,411.36)
(160,415.69)
(157.5,420.02)
(160,424.35)
(157.5,428.68)
(165,0)
(167.5,4.33)
(165,8.66)
(167.5,12.99)
(165,17.32)
(167.5,21.65)
(165,25.98)
(167.5,82.27)
(165,86.6)
(167.5,90.93)
(165,95.26)
(167.5,99.59)
(165,103.92)
(167.5,108.25)
(165,112.58)
(167.5,116.91)
(165,121.24)
(167.5,125.57)
(165,129.9)
(167.5,385.38)
(165,389.71)
(167.5,394.04)
(165,398.37)
(167.5,402.7)
(165,407.03)
(167.5,411.36)
(165,415.69)
(167.5,420.02)
(165,424.35)
(167.5,428.68)
(165,433.01)
(160,433.01)
(167.5,-4.33)
(172.5,-4.33)
(175,0)
(172.5,4.33)
(175,8.66)
(172.5,12.99)
(175,17.32)
(172.5,21.65)
(175,77.94)
(172.5,82.27)
(175,86.6)
(172.5,90.93)
(175,95.26)
(172.5,99.59)
(175,103.92)
(172.5,108.25)
(175,112.58)
(172.5,116.91)
(175,337.75)
(172.5,342.08)
(175,346.41)
(175,363.73)
(172.5,368.06)
(175,372.39)
(172.5,376.72)
(175,381.05)
(172.5,385.38)
(175,389.71)
(172.5,394.04)
(175,398.37)
(172.5,402.7)
(175,407.03)
(172.5,411.36)
(175,415.69)
(172.5,420.02)
(175,424.35)
(172.5,428.68)
(180,-0)
(182.5,4.33)
(180,8.66)
(182.5,12.99)
(180,17.32)
(182.5,21.65)
(180,77.94)
(182.5,82.27)
(180,86.6)
(182.5,90.93)
(180,95.26)
(182.5,99.59)
(180,337.75)
(182.5,342.08)
(180,346.41)
(182.5,350.74)
(180,363.73)
(182.5,368.06)
(180,372.39)
(182.5,376.72)
(180,381.05)
(182.5,385.38)
(180,389.71)
(182.5,394.04)
(180,398.37)
(182.5,402.7)
(180,407.03)
(182.5,411.36)
(180,415.69)
(182.5,420.02)
(180,424.35)
(182.5,428.68)
(180,433.01)
(175,433.01)
(182.5,-4.33)
(187.5,-4.33)
(190,0)
(187.5,4.33)
(190,8.66)
(187.5,12.99)
(190,17.32)
(187.5,21.65)
(187.5,82.27)
(190,86.6)
(187.5,90.93)
(190,95.26)
(187.5,99.59)
(190,121.24)
(187.5,125.57)
(190,129.9)
(187.5,342.08)
(190,346.41)
(187.5,350.74)
(187.5,376.72)
(190,381.05)
(187.5,385.38)
(190,389.71)
(187.5,394.04)
(190,398.37)
(187.5,402.7)
(190,407.03)
(187.5,411.36)
(190,415.69)
(187.5,420.02)
(190,424.35)
(187.5,428.68)
(195,0)
(197.5,4.33)
(195,8.66)
(197.5,12.99)
(195,17.32)
